id,imdb_id,movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,combine
7342,tt0319970,carrie,Kimberly Peirce,Chloë Grace Moretz,Judy Greer,Portia Doubleday,Drama Fantasy Horror,Chloë Grace Moretz Judy Greer Portia Doubleday Kimberly Peirce Drama Fantasy Horror
133805,tt1939659,carrie,Kimberly Peirce,Chloë Grace Moretz,Judy Greer,Portia Doubleday,Drama Fantasy Horror,Chloë Grace Moretz Judy Greer Portia Doubleday Kimberly Peirce Drama Fantasy Horror
6217,tt0083722,cat people,Paul Schrader,Ed Begley Jr.,Ruby Dee,John Heard,Fantasy Horror Thriller,Ed Begley Jr. Ruby Dee John Heard Paul Schrader Fantasy Horror Thriller
25508,tt0034587,cat people,Paul Schrader,Ed Begley Jr.,Ruby Dee,John Heard,Fantasy Horror Thriller,Ed Begley Jr. Ruby Dee John Heard Paul Schrader Fantasy Horror Thriller
377,tt0087800,a nightmare on elm street,Wes Craven,Johnny Depp,Lin Shaye,Amanda Wyss,Horror,Johnny Depp Lin Shaye Amanda Wyss Wes Craven Horror
23437,tt1179056,a nightmare on elm street,Wes Craven,Johnny Depp,Lin Shaye,Amanda Wyss,Horror,Johnny Depp Lin Shaye Amanda Wyss Wes Craven Horror
794,tt0075005,the omen,Richard Donner,Lee Remick,Patrick Troughton,Billie Whitelaw,Fantasy Horror Mystery,Lee Remick Patrick Troughton Billie Whitelaw Richard Donner Fantasy Horror Mystery
806,tt0466909,the omen,Richard Donner,Lee Remick,Patrick Troughton,Billie Whitelaw,Fantasy Horror Mystery,Lee Remick Patrick Troughton Billie Whitelaw Richard Donner Fantasy Horror Mystery
31640,tt0115710,blood and wine,Bob Rafelson,Harold Perrineau,Mike Starr,Judy Davis,Crime Drama Thriller,Harold Perrineau Mike Starr Judy Davis Bob Rafelson Crime Drama Thriller
8744,tt0115495,albino alligator,Kevin Spacey,Viggo Mortensen,Joe Mantegna,Faye Dunaway,Crime Drama Thriller,Viggo Mortensen Joe Mantegna Faye Dunaway Kevin Spacey Crime Drama Thriller
25189,tt0117057,the mirror has two faces,Barbra Streisand,Jeff Bridges,Austin Pendleton,Mimi Rogers,Comedy Drama Romance,Jeff Bridges Austin Pendleton Mimi Rogers Barbra Streisand Comedy Drama Romance
199,tt0117731,star trek: first contact,Jonathan Frakes,LeVar Burton,Alfre Woodard,Jonathan Frakes,Action Adventure Drama Sci-Fi Thriller,LeVar Burton Alfre Woodard Jonathan Frakes Jonathan Frakes Action Adventure Drama Sci-Fi Thriller
7863,tt0117631,shine,Scott Hicks,Noah Taylor,Armin Mueller-Stahl,Nicholas Bell,Biography Drama Music Romance,Noah Taylor Armin Mueller-Stahl Nicholas Bell Scott Hicks Biography Drama Music Romance
12498,tt0117666,sling blade,Billy Bob Thornton,Robert Duvall,Dwight Yoakam,J.T. Walsh,Drama,Robert Duvall Dwight Yoakam J.T. Walsh Billy Bob Thornton Drama
9279,tt0116705,jingle all the way,Brian Levant,Jim Belushi,Harvey Korman,Jake Lloyd,Comedy Family,Jim Belushi Harvey Korman Jake Lloyd Brian Levant Comedy Family
1573,tt0099423,die hard 2,Renny Harlin,Bruce Willis,John Amos,Franco Nero,Action Thriller,Bruce Willis John Amos Franco Nero Renny Harlin Action Thriller
152,tt0079945,star trek: the motion picture,Robert Wise,Leonard Nimoy,Nichelle Nichols,Walter Koenig,Adventure Mystery Sci-Fi,Leonard Nimoy Nichelle Nichols Walter Koenig Robert Wise Adventure Mystery Sci-Fi
174,tt0102975,star trek vi: the undiscovered country,Nicholas Meyer,Leonard Nimoy,Kurtwood Smith,Nichelle Nichols,Action Adventure Sci-Fi Thriller,Leonard Nimoy Kurtwood Smith Nichelle Nichols Nicholas Meyer Action Adventure Sci-Fi Thriller
172,tt0098382,star trek v: the final frontier,William Shatner,Leonard Nimoy,Nichelle Nichols,Walter Koenig,Action Adventure Sci-Fi Thriller,Leonard Nimoy Nichelle Nichols Walter Koenig William Shatner Action Adventure Sci-Fi Thriller
154,tt0084726,star trek ii: the wrath of khan,Nicholas Meyer,Leonard Nimoy,Kirstie Alley,Nichelle Nichols,Action Adventure Sci-Fi,Leonard Nimoy Kirstie Alley Nichelle Nichols Nicholas Meyer Action Adventure Sci-Fi
157,tt0088170,star trek iii: the search for spock,Leonard Nimoy,Leonard Nimoy,Nichelle Nichols,Walter Koenig,Action Adventure Sci-Fi,Leonard Nimoy Nichelle Nichols Walter Koenig Leonard Nimoy Action Adventure Sci-Fi
168,tt0092007,star trek iv: the voyage home,Leonard Nimoy,Leonard Nimoy,Nichelle Nichols,Walter Koenig,Adventure Comedy Sci-Fi,Leonard Nimoy Nichelle Nichols Walter Koenig Leonard Nimoy Adventure Comedy Sci-Fi
364,tt0103776,batman returns,Tim Burton,Michael Gough,Vincent Schiavelli,Andrew Bryniarski,Action,Michael Gough Vincent Schiavelli Andrew Bryniarski Tim Burton Action
11967,tt0096487,young guns,Christopher Cain,Jack Palance,Patrick Wayne,Brian Keith,Action Crime Drama Thriller Western,Jack Palance Patrick Wayne Brian Keith Christopher Cain Action Crime Drama Thriller Western
621,tt0077631,grease,Randal Kleiser,Olivia Newton-John,Stockard Channing,Sid Caesar,Musical Romance,Olivia Newton-John Stockard Channing Sid Caesar Randal Kleiser Musical Romance
578,tt0073195,jaws,Steven Spielberg,Roy Scheider,Robert Shaw,Murray Hamilton,Adventure Drama Thriller,Roy Scheider Robert Shaw Murray Hamilton Steven Spielberg Adventure Drama Thriller
579,tt0077766,jaws 2,Jeannot Szwarc,Roy Scheider,Murray Hamilton,Joseph Mascolo,Adventure Horror Thriller,Roy Scheider Murray Hamilton Joseph Mascolo Jeannot Szwarc Adventure Horror Thriller
17795,tt0117119,my fellow americans,Peter Segal,Wilford Brimley,Bradley Whitford,Sela Ward,Adventure Comedy,Wilford Brimley Bradley Whitford Sela Ward Peter Segal Adventure Comedy
75,tt0116996,mars attacks!,Tim Burton,Natalie Portman,Martin Short,Lukas Haas,Action Comedy Sci-Fi,Natalie Portman Martin Short Lukas Haas Tim Burton Action Comedy Sci-Fi
9390,tt0116695,jerry maguire,Cameron Crowe,Tom Cruise,Kelly Preston,Bonnie Hunt,Comedy Drama Romance Sport,Tom Cruise Kelly Preston Bonnie Hunt Cameron Crowe Comedy Drama Romance Sport
9819,tt0116999,marvin's room,Jerry Zaks,Leonardo DiCaprio,Robert De Niro,Meryl Streep,Drama,Leonardo DiCaprio Robert De Niro Meryl Streep Jerry Zaks Drama
31908,tt0116410,ghosts of mississippi,Rob Reiner,Alexa PenaVega,Virginia Madsen,Craig T. Nelson,Drama History,Alexa PenaVega Virginia Madsen Craig T. Nelson Rob Reiner Drama History
3179,tt0115641,beavis and butt-head do america,Mike Judge,Bruce Willis,Demi Moore,John Doman,Adventure Animation Comedy Crime,Bruce Willis Demi Moore John Doman Mike Judge Adventure Animation Comedy Crime
4232,tt0117571,scream,Wes Craven,David Arquette,W. Earl Brown,Roger Jackson,Horror Mystery,David Arquette W. Earl Brown Roger Jackson Wes Craven Horror Mystery
9361,tt0104691,the last of the mohicans,Michael Mann,Wes Studi,Terry Kinney,Eric Schweig,Action Adventure Drama Romance War,Wes Studi Terry Kinney Eric Schweig Michael Mann Action Adventure Drama Romance War
71065,tt0011387,the last of the mohicans,Michael Mann,Wes Studi,Terry Kinney,Eric Schweig,Action Adventure Drama Romance War,Wes Studi Terry Kinney Eric Schweig Michael Mann Action Adventure Drama Romance War
23108,tt0027869,the last of the mohicans,Michael Mann,Wes Studi,Terry Kinney,Eric Schweig,Action Adventure Drama Romance War,Wes Studi Terry Kinney Eric Schweig Michael Mann Action Adventure Drama Romance War
10549,tt0116477,hamlet,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,Drama,Julie Christie Brian Blessed Richard Briers Kenneth Branagh Drama
23383,tt0040416,hamlet,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,Drama,Julie Christie Brian Blessed Richard Briers Kenneth Branagh Drama
10688,tt0171359,hamlet,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,Drama,Julie Christie Brian Blessed Richard Briers Kenneth Branagh Drama
10264,tt0099726,hamlet,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,Drama,Julie Christie Brian Blessed Richard Briers Kenneth Branagh Drama
125705,tt0243951,hamlet,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,Drama,Julie Christie Brian Blessed Richard Briers Kenneth Branagh Drama
71317,tt0058126,hamlet,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,Drama,Julie Christie Brian Blessed Richard Briers Kenneth Branagh Drama
42605,tt0064400,hamlet,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,Drama,Julie Christie Brian Blessed Richard Briers Kenneth Branagh Drama
28238,tt1449175,hamlet,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,Drama,Julie Christie Brian Blessed Richard Briers Kenneth Branagh Drama
106848,tt0080835,hamlet,Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,Drama,Julie Christie Brian Blessed Richard Briers Kenneth Branagh Drama
8818,tt0116250,evita,Alan Parker,Andrea Corr,Jimmy Nail,Peter Polycarpou,Biography Drama History Musical,Andrea Corr Jimmy Nail Peter Polycarpou Alan Parker Biography Drama History Musical
34314,tt0120390,turbulence,Robert Butler,Hector Elizondo,Lauren Holly,Jeffrey DeMunn,Action Thriller,Hector Elizondo Lauren Holly Jeffrey DeMunn Robert Butler Action Thriller
85242,tt0120414,underworld,Len Wiseman,Sophia Myles,Kevin Grevioux,Shane Brolly,Action Fantasy Thriller,Sophia Myles Kevin Grevioux Shane Brolly Len Wiseman Action Fantasy Thriller
277,tt0320691,underworld,Len Wiseman,Sophia Myles,Kevin Grevioux,Shane Brolly,Action Fantasy Thriller,Sophia Myles Kevin Grevioux Shane Brolly Len Wiseman Action Fantasy Thriller
42565,tt0018526,underworld,Len Wiseman,Sophia Myles,Kevin Grevioux,Shane Brolly,Action Fantasy Thriller,Sophia Myles Kevin Grevioux Shane Brolly Len Wiseman Action Fantasy Thriller
9619,tt0118928,dante's peak,Roger Donaldson,Jamie Renée Smith,Grant Heslov,Tzi Ma,Action Adventure Thriller,Jamie Renée Smith Grant Heslov Tzi Ma Roger Donaldson Action Adventure Thriller
26306,tt0119937,prefontaine,Steve James,Kurtwood Smith,Laurel Holloman,Amy Locane,Biography Drama Romance Sport,Kurtwood Smith Laurel Holloman Amy Locane Steve James Biography Drama Romance Sport
16448,tt0118111,waiting for guffman,Christopher Guest,Catherine O'Hara,Fred Willard,Larry Miller,Comedy,Catherine O'Hara Fred Willard Larry Miller Christopher Guest Comedy
66,tt0118548,absolute power,Clint Eastwood,Clint Eastwood,Mark Margolis,Scott Glenn,Action Crime Drama Thriller,Clint Eastwood Mark Margolis Scott Glenn Clint Eastwood Action Crime Drama Thriller
9366,tt0119008,donnie brasco,Mike Newell,Johnny Depp,Al Pacino,Anne Heche,Biography Crime Drama,Johnny Depp Al Pacino Anne Heche Mike Newell Biography Crime Drama
27322,tt0119572,love jones,Theodore Witcher,Leonard Roberts,Nia Long,Larenz Tate,Drama Romance,Leonard Roberts Nia Long Larenz Tate Theodore Witcher Drama Romance
10003,tt0120053,the saint,Phillip Noyce,Alun Armstrong,Michael Byrne,Velibor Topic,Action Adventure Romance Sci-Fi Thriller,Alun Armstrong Michael Byrne Velibor Topic Phillip Noyce Action Adventure Romance Sci-Fi Thriller
10003,tt0120053,the saint,Ernie Barbarash,Adam Rayner,Eliza Dushku,Ian Ogilvy,Action Adventure Crime,Adam Rayner Eliza Dushku Ian Ogilvy Ernie Barbarash Action Adventure Crime
463906,tt2569088,the saint,Phillip Noyce,Alun Armstrong,Michael Byrne,Velibor Topic,Action Adventure Romance Sci-Fi Thriller,Alun Armstrong Michael Byrne Velibor Topic Phillip Noyce Action Adventure Romance Sci-Fi Thriller
463906,tt2569088,the saint,Ernie Barbarash,Adam Rayner,Eliza Dushku,Ian Ogilvy,Action Adventure Crime,Adam Rayner Eliza Dushku Ian Ogilvy Ernie Barbarash Action Adventure Crime
9311,tt0120152,smilla's sense of snow,Bille August,Jim Broadbent,Tom Wilkinson,Julia Ormond,Action Drama Sci-Fi Thriller,Jim Broadbent Tom Wilkinson Julia Ormond Bille August Action Drama Sci-Fi Thriller
884,tt0115964,crash,Paul Haggis,Don Cheadle,Loretta Devine,Jennifer Esposito,Crime Drama Thriller,Don Cheadle Loretta Devine Jennifer Esposito Paul Haggis Crime Drama Thriller
1640,tt0375679,crash,Paul Haggis,Don Cheadle,Loretta Devine,Jennifer Esposito,Crime Drama Thriller,Don Cheadle Loretta Devine Jennifer Esposito Paul Haggis Crime Drama Thriller
1624,tt0119528,liar liar,Tom Shadyac,Maura Tierney,Swoosie Kurtz,Randall 'Tex' Cobb,Comedy Fantasy Romance,Maura Tierney Swoosie Kurtz Randall 'Tex' Cobb Tom Shadyac Comedy Fantasy Romance
16052,tt0120094,selena,Gregory Nava,Jon Seda,Constance Marie,Jacob Vargas,Biography Drama Music,Jon Seda Constance Marie Jacob Vargas Gregory Nava Biography Drama Music
4477,tt0118972,the devil's own,Alan J. Pakula,Harrison Ford,Brad Pitt,Natascha McElhone,Action Crime Drama Thriller,Harrison Ford Brad Pitt Natascha McElhone Alan J. Pakula Action Crime Drama Thriller
24662,tt0118829,cats don't dance,Mark Dindal,George Kennedy,Frank Welker,Hal Holbrook,Animation Comedy Family Fantasy Musical,George Kennedy Frank Welker Hal Holbrook Mark Dindal Animation Comedy Family Fantasy Musical
76996,tt0116931,love and other catastrophes,Emma-Kate Croghan,Radha Mitchell,Frances O'Connor,Matt Day,Comedy Romance,Radha Mitchell Frances O'Connor Matt Day Emma-Kate Croghan Comedy Romance
50512,tt0118623,anna karenina,Joe Wright,Kelly Macdonald,Guro Nagelhus Schia,Matthew Macfadyen,Drama Romance,Kelly Macdonald Guro Nagelhus Schia Matthew Macfadyen Joe Wright Drama Romance
70881,tt0026071,anna karenina,Joe Wright,Kelly Macdonald,Guro Nagelhus Schia,Matthew Macfadyen,Drama Romance,Kelly Macdonald Guro Nagelhus Schia Matthew Macfadyen Joe Wright Drama Romance
96724,tt1781769,anna karenina,Joe Wright,Kelly Macdonald,Guro Nagelhus Schia,Matthew Macfadyen,Drama Romance,Kelly Macdonald Guro Nagelhus Schia Matthew Macfadyen Joe Wright Drama Romance
32066,tt0040098,anna karenina,Joe Wright,Kelly Macdonald,Guro Nagelhus Schia,Matthew Macfadyen,Drama Romance,Kelly Macdonald Guro Nagelhus Schia Matthew Macfadyen Joe Wright Drama Romance
9360,tt0118615,anaconda,Luis Llosa,Frank Welker,Eric Stoltz,Kari Wuhrer,Action Adventure Horror Thriller,Frank Welker Eric Stoltz Kari Wuhrer Luis Llosa Action Adventure Horror Thriller
9434,tt0119229,grosse pointe blank,George Armitage,Minnie Driver,Michael Cudlitz,Mitchell Ryan,Action Comedy Crime Romance Thriller,Minnie Driver Michael Cudlitz Mitchell Ryan George Armitage Action Comedy Crime Romance Thriller
13982,tt0118541,8 heads in a duffel bag,Tom Schulman,Kristy Swanson,George Hamilton,Dyan Cannon,Comedy Crime,Kristy Swanson George Hamilton Dyan Cannon Tom Schulman Comedy Crime
10357,tt0120461,volcano,Mick Jackson,Don Cheadle,Anne Heche,Gaby Hoffmann,Action Drama Sci-Fi Thriller,Don Cheadle Anne Heche Gaby Hoffmann Mick Jackson Action Drama Sci-Fi Thriller
91913,tt1695831,volcano,Mick Jackson,Don Cheadle,Anne Heche,Gaby Hoffmann,Action Drama Sci-Fi Thriller,Don Cheadle Anne Heche Gaby Hoffmann Mick Jackson Action Drama Sci-Fi Thriller
320001,tt4135844,volcano,Mick Jackson,Don Cheadle,Anne Heche,Gaby Hoffmann,Action Drama Sci-Fi Thriller,Don Cheadle Anne Heche Gaby Hoffmann Mick Jackson Action Drama Sci-Fi Thriller
816,tt0118655,austin powers: international man of mystery,Jay Roach,Will Ferrell,Charles Napier,Robert Wagner,Comedy Crime,Will Ferrell Charles Napier Robert Wagner Jay Roach Comedy Crime
2163,tt0118771,breakdown,Jonathan Mostow,Kathleen Quinlan,M.C. Gainey,J.T. Walsh,Action Crime Drama Mystery Thriller,Kathleen Quinlan M.C. Gainey J.T. Walsh Jonathan Mostow Action Crime Drama Mystery Thriller
49478,tt0120479,warriors of virtue,Ronny Yu,Marley Shelton,Lee Arenberg,Angus Macfadyen,Action Adventure Fantasy,Marley Shelton Lee Arenberg Angus Macfadyen Ronny Yu Action Adventure Fantasy
18,tt0119116,the fifth element,Luc Besson,Milla Jovovich,Bruce Willis,Gary Oldman,Action Adventure Sci-Fi,Milla Jovovich Bruce Willis Gary Oldman Luc Besson Action Adventure Sci-Fi
330,tt0119567,the lost world: jurassic park,Steven Spielberg,Ariana Richards,Richard Schiff,Vanessa Lee Chester,Action Adventure Sci-Fi,Ariana Richards Richard Schiff Vanessa Lee Chester Steven Spielberg Action Adventure Sci-Fi
1701,tt0118880,con air,Simon West,Steve Buscemi,Monica Potter,Dave Chappelle,Action Crime Thriller,Steve Buscemi Monica Potter Dave Chappelle Simon West Action Crime Thriller
1639,tt0120179,speed 2: cruise control,Jan de Bont,Jason Patric,Temuera Morrison,Lois Chiles,Action Crime Romance Thriller,Jason Patric Temuera Morrison Lois Chiles Jan de Bont Action Crime Romance Thriller
415,tt0118688,batman & robin,Joel Schumacher,Michael Gough,Vivica A. Fox,John Glover,Action,Michael Gough Vivica A. Fox John Glover Joel Schumacher Action
47686,tt0119019,dream with the fishes,Finn Taylor,David Arquette,Cathy Moriarty,Kathryn Erbe,Comedy Drama,David Arquette Cathy Moriarty Kathryn Erbe Finn Taylor Comedy Drama
11970,tt0119282,hercules,Brett Ratner,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,Action Adventure,Dwayne Johnson Rufus Sewell Ingrid Bolsø Berdal Brett Ratner Action Adventure
184315,tt1267297,hercules,Brett Ratner,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,Action Adventure,Dwayne Johnson Rufus Sewell Ingrid Bolsø Berdal Brett Ratner Action Adventure
22211,tt0420408,hercules,Brett Ratner,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,Action Adventure,Dwayne Johnson Rufus Sewell Ingrid Bolsø Berdal Brett Ratner Action Adventure
26452,tt0085672,hercules,Brett Ratner,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,Action Adventure,Dwayne Johnson Rufus Sewell Ingrid Bolsø Berdal Brett Ratner Action Adventure
34941,tt0119502,the last time i committed suicide,Stephen Kay,Keanu Reeves,Marg Helgenberger,Gretchen Mol,Biography Drama,Keanu Reeves Marg Helgenberger Gretchen Mol Stephen Kay Biography Drama
8874,tt0119738,my best friend's wedding,P.J. Hogan,Julia Roberts,Christopher Masterson,Rupert Everett,Comedy Romance,Julia Roberts Christopher Masterson Rupert Everett P.J. Hogan Comedy Romance
11956,tt0115856,when the cat's away,Cédric Klapisch,Simon Abkarian,Zinedine Soualem,Jane Bradbury,Comedy Romance,Simon Abkarian Zinedine Soualem Jane Bradbury Cédric Klapisch Comedy Romance
754,tt0119094,face/off,John Woo,Nicolas Cage,CCH Pounder,Joan Allen,Action Crime Sci-Fi Thriller,Nicolas Cage CCH Pounder Joan Allen John Woo Action Crime Sci-Fi Thriller
607,tt0119654,men in black,Barry Sonnenfeld,Will Smith,Rip Torn,Linda Fiorentino,Adventure Comedy Family Mystery Sci-Fi,Will Smith Rip Torn Linda Fiorentino Barry Sonnenfeld Adventure Comedy Family Mystery Sci-Fi
17834,tt0120133,a simple wish,Michael Ritchie,Mara Wilson,Francis Capra,Kathleen Turner,Comedy Family Fantasy,Mara Wilson Francis Capra Kathleen Turner Michael Ritchie Comedy Family Fantasy
686,tt0118884,contact,Robert Zemeckis,Matthew McConaughey,Tom Skerritt,Larry King,Drama Mystery Sci-Fi Thriller,Matthew McConaughey Tom Skerritt Larry King Robert Zemeckis Drama Mystery Sci-Fi Thriller
4421,tt0119173,g.i. jane,Ridley Scott,Viggo Mortensen,Demi Moore,John Michael Higgins,Action Drama War,Viggo Mortensen Demi Moore John Michael Higgins Ridley Scott Action Drama War
9387,tt0082198,conan the barbarian,John Milius,William Smith,Mako,Sandahl Bergman,Adventure Fantasy,William Smith Mako Sandahl Bergman John Milius Adventure Fantasy
37430,tt0816462,conan the barbarian,John Milius,William Smith,Mako,Sandahl Bergman,Adventure Fantasy,William Smith Mako Sandahl Bergman John Milius Adventure Fantasy
10603,tt0119190,george of the jungle,Sam Weisman,Brendan Fraser,Abraham Benrubi,Holland Taylor,Action Adventure Comedy Family Romance,Brendan Fraser Abraham Benrubi Holland Taylor Sam Weisman Action Adventure Comedy Family Romance
2142,tt0118887,cop land,James Mangold,Robert De Niro,Sylvester Stallone,Janeane Garofalo,Crime Drama Thriller,Robert De Niro Sylvester Stallone Janeane Garofalo James Mangold Crime Drama Thriller
8413,tt0119081,event horizon,Paul W.S. Anderson,Sean Pertwee,Joely Richardson,Kathleen Quinlan,Horror Sci-Fi Thriller,Sean Pertwee Joely Richardson Kathleen Quinlan Paul W.S. Anderson Horror Sci-Fi Thriller
10336,tt0120177,spawn,Mark A.Z. Dippé,Michael Jai White,Frank Welker,Miko Hughes,Action Horror,Michael Jai White Frank Welker Miko Hughes Mark A.Z. Dippé Action Horror
20737,tt0118570,air bud,Charles Martin Smith,Kevin Zegers,Bill Cobbs,Michael Jeter,Comedy Drama Family Sport,Kevin Zegers Bill Cobbs Michael Jeter Charles Martin Smith Comedy Drama Family Sport
14585,tt0119361,in the company of men,Neil LaBute,Stacy Edwards,Matt Malloy,Jason Dixie,Comedy Drama,Stacy Edwards Matt Malloy Jason Dixie Neil LaBute Comedy Drama
8834,tt0118883,conspiracy theory,Richard Donner,Julia Roberts,Alex McArthur,Michael Potts,Action Crime Mystery Romance Thriller,Julia Roberts Alex McArthur Michael Potts Richard Donner Action Crime Mystery Romance Thriller
8854,tt0120207,steel,Kenneth Johnson,Charles Napier,Annabeth Gish,Hill Harper,Action Crime Sci-Fi,Charles Napier Annabeth Gish Hill Harper Kenneth Johnson Action Crime Sci-Fi
121015,tt0081558,steel,Kenneth Johnson,Charles Napier,Annabeth Gish,Hill Harper,Action Crime Sci-Fi,Charles Napier Annabeth Gish Hill Harper Kenneth Johnson Action Crime Sci-Fi
135695,tt2042443,steel,Kenneth Johnson,Charles Napier,Annabeth Gish,Hill Harper,Action Crime Sci-Fi,Charles Napier Annabeth Gish Hill Harper Kenneth Johnson Action Crime Sci-Fi
9416,tt0119695,money talks,Brett Ratner,Heather Locklear,Paul Sorvino,Faizon Love,Action Comedy Crime Thriller,Heather Locklear Paul Sorvino Faizon Love Brett Ratner Action Comedy Crime Thriller
9772,tt0118571,air force one,Wolfgang Petersen,Harrison Ford,Gary Oldman,Dean Stockwell,Action Adventure Drama Thriller,Harrison Ford Gary Oldman Dean Stockwell Wolfgang Petersen Action Adventure Drama Thriller
1669,tt0099810,the hunt for red october,John McTiernan,Scott Glenn,Jeffrey Jones,Courtney B. Vance,Action Adventure Thriller,Scott Glenn Jeffrey Jones Courtney B. Vance John McTiernan Action Adventure Thriller
468,tt0102494,my own private idaho,Gus Van Sant,Keanu Reeves,Udo Kier,Flea,Drama,Keanu Reeves Udo Kier Flea Gus Van Sant Drama
10806,tt0119360,in & out,Frank Oz,Tom Selleck,Wilford Brimley,Lauren Ambrose,Comedy,Tom Selleck Wilford Brimley Lauren Ambrose Frank Oz Comedy
9433,tt0119051,the edge,Lee Tamahori,Anthony Hopkins,Harold Perrineau,Bart the Bear,Action Adventure Drama Thriller,Anthony Hopkins Harold Perrineau Bart the Bear Lee Tamahori Action Adventure Drama Thriller
262755,tt0061612,the edge,Lee Tamahori,Anthony Hopkins,Harold Perrineau,Bart the Bear,Action Adventure Drama Thriller,Anthony Hopkins Harold Perrineau Bart the Bear Lee Tamahori Action Adventure Drama Thriller
6623,tt0119874,the peacemaker,Mimi Leder,Armin Mueller-Stahl,Holt McCallany,Marcel Iures,Action Thriller,Armin Mueller-Stahl Holt McCallany Marcel Iures Mimi Leder Action Thriller
2118,tt0119488,l.a. confidential,Curtis Hanson,Kevin Spacey,Matt McCoy,Paul Guilfoyle,Crime Drama Mystery Thriller,Kevin Spacey Matt McCoy Paul Guilfoyle Curtis Hanson Crime Drama Mystery Thriller
978,tt0120102,seven years in tibet,Jean-Jacques Annaud,Brad Pitt,Mako,Victor Wong,Adventure Biography Drama History War,Brad Pitt Mako Victor Wong Jean-Jacques Annaud Adventure Biography Drama History War
9437,tt0119468,kiss the girls,Gary Fleder,Morgan Freeman,Tony Goldwyn,Tatyana Ali,Crime Drama Mystery Thriller,Morgan Freeman Tony Goldwyn Tatyana Ali Gary Fleder Crime Drama Mystery Thriller
29461,tt0120169,soul food,George Tillman Jr.,Vanessa Williams,Mekhi Phifer,Vivica A. Fox,Comedy Drama,Vanessa Williams Mekhi Phifer Vivica A. Fox George Tillman Jr. Comedy Drama
2649,tt0119174,the game,David Fincher,Deborah Kara Unger,Armin Mueller-Stahl,Charles Martinet,Drama Mystery Thriller,Deborah Kara Unger Armin Mueller-Stahl Charles Martinet David Fincher Drama Mystery Thriller
55306,tt0120402,ulee's gold,Victor Nunez,Peter Fonda,Patricia Richardson,Vanessa Zima,Drama,Peter Fonda Patricia Richardson Vanessa Zima Victor Nunez Drama
68924,tt0119349,the ice storm,Ang Lee,Joan Allen,Kate Burton,Henry Czerny,Drama,Joan Allen Kate Burton Henry Czerny Ang Lee Drama
2255,tt0118842,chasing amy,Kevin Smith,Matt Damon,Ethan Suplee,Joey Lauren Adams,Comedy Drama Romance,Matt Damon Ethan Suplee Joey Lauren Adams Kevin Smith Comedy Drama Romance
9427,tt0119164,the full monty,Peter Cattaneo,Tom Wilkinson,Mark Addy,Lesley Sharp,Comedy Drama Music,Tom Wilkinson Mark Addy Lesley Sharp Peter Cattaneo Comedy Drama Music
3597,tt0119345,i know what you did last summer,Jim Gillespie,Muse Watson,Sarah Michelle Gellar,Anne Heche,Horror Mystery Thriller,Muse Watson Sarah Michelle Gellar Anne Heche Jim Gillespie Horror Mystery Thriller
1813,tt0118971,the devil's advocate,Taylor Hackford,Keanu Reeves,Al Pacino,Charlize Theron,Drama Mystery Thriller,Keanu Reeves Al Pacino Charlize Theron Taylor Hackford Drama Mystery Thriller
782,tt0119177,gattaca,Andrew Niccol,Blair Underwood,Xander Berkeley,Mason Gamble,Drama Sci-Fi Thriller,Blair Underwood Xander Berkeley Mason Gamble Andrew Niccol Drama Sci-Fi Thriller
251481,tt0120529,wonderland,James Cox,Alexis Dziena,Louis Lombardi,Franky G,Crime Drama Mystery Thriller,Alexis Dziena Louis Lombardi Franky G James Cox Crime Drama Mystery Thriller
32640,tt0171865,wonderland,James Cox,Alexis Dziena,Louis Lombardi,Franky G,Crime Drama Mystery Thriller,Alexis Dziena Louis Lombardi Franky G James Cox Crime Drama Mystery Thriller
4997,tt0335563,wonderland,James Cox,Alexis Dziena,Louis Lombardi,Franky G,Crime Drama Mystery Thriller,Alexis Dziena Louis Lombardi Franky G James Cox Crime Drama Mystery Thriller
125052,tt0119338,hurricane streets,Morgan J. Freeman,Edie Falco,Heather Matarazzo,Lynn Cohen,Crime Drama Romance,Edie Falco Heather Matarazzo Lynn Cohen Morgan J. Freeman Crime Drama Romance
45153,tt0119080,eve's bayou,Kasi Lemmons,Jurnee Smollett-Bell,Lynn Whitfield,Diahann Carroll,Drama,Jurnee Smollett-Bell Lynn Whitfield Diahann Carroll Kasi Lemmons Drama
